# %ECSV 1.0
# ---
# datatype:
# - {name: Buid, datatype: string}
# - {name: 'ROI #', datatype: int64}
# - {name: 'CellID #', datatype: int64}
# - {name: 'Barcode #', datatype: int64}
# - {name: id, datatype: int64}
# - {name: zcentroid, datatype: float32}
# - {name: xcentroid, datatype: float32}
# - {name: ycentroid, datatype: float32}
# - {name: sharpness, datatype: float32}
# - {name: roundness1, datatype: float32}
# - {name: roundness2, datatype: float32}
# - {name: npix, datatype: int64}
# - {name: sky, datatype: float32}
# - {name: peak, datatype: float32}
# - {name: flux, datatype: float32}
# - {name: mag, datatype: float32}
# schema: astropy-2.0
Buid "ROI #" "CellID #" "Barcode #" id zcentroid xcentroid ycentroid sharpness roundness1 roundness2 npix sky peak flux mag
c1ba6d69-a4d0-43c5-a785-6c4f1fbde773 5 0 27 16 8.632725 440.48853 307.85257 0.46296296 7.546194 0.46296296 225 0.0 1813.0 36260.0 -11.398569
ba2815a2-635c-4f72-910d-df63ba348afd 5 0 27 17 7.256575 225.83115 318.0786 0.48636365 8.495106 0.48636365 321 0.0 744.0 14880.0 -10.431507
11cd05cc-f6e1-49b9-b957-ab8c3d014cef 5 0 27 18 8.244178 412.90393 319.3055 0.5671296 7.7634687 0.5671296 245 0.0 9132.0 182640.0 -13.15399
a1f95e3a-4f52-4972-8200-deea5cae5745 5 0 27 19 7.1621566 227.00977 364.68973 0.47942388 7.6345906 0.47942388 233 0.0 22579.0 451580.0 -14.136837
06d14c2f-2188-4df1-839e-b8a831ff8d99 5 0 27 20 7.4547296 155.15396 419.98895 0.5442708 7.3629055 0.5442708 209 0.0 8364.0 167280.0 -13.05861
28348cea-cd9c-4d66-ab0a-82e09f33ca8f 5 0 27 21 9.492175 170.3776 48.079494 0.43209878 7.7634687 0.43209878 245 0.0 28396.0 567920.0 -14.385718
9b0f1082-7b3a-40c2-9e3d-c38f8091c067 5 0 27 22 10.052704 418.7002 109.94756 0.4479718 7.857391 0.4479718 254 0.0 607.0 12140.0 -10.2105465
e29d5ff4-67ca-4a1b-82f2-d7d14aa3bb27 5 0 27 23 10.292754 268.30783 122.57941 0.4920635 7.795028 0.4920635 248 0.0 636.0 12720.0 -10.261218
3f8a2f28-3eb7-4411-b8a5-82ff8b294350 5 0 27 24 10.778706 80.08583 183.12894 0.5052083 7.1823688 0.5052083 194 0.0 1054.0 21080.0 -10.809676
c4f0cba5-e823-4939-bda7-0d4756de497c 5 0 27 25 9.655534 406.51266 294.89847 0.4814815 7.6454973 0.4814815 234 0.0 7378.0 147560.0 -12.922421
